Domain,Username,Country,Followers,Following,Medias,Likes,Tweets,Listed,IsActive,LastModifiedDate
truthdig.com,truthdig,US,75881,5221,11402,2946,47246,2767,1,2025-03-23 16:26:46
theamericanconservative.com,amconmag,US,75483,1080,13836,8924,155315,1511,1,2025-03-23 16:26:46
pbs.org,washingtonweek,US,74544,1172,3761,1606,41480,1635,1,2025-03-23 16:26:46
bizjournals.comboston,bosbizjournal,US,74373,25218,13943,980,80550,1360,1,2025-03-23 16:26:46
texasobserver.org,texasobserver,US,73694,3410,6866,4258,57820,1655,1,2025-03-23 16:26:46
alaskasnewssource.com,aknewsnow,US,73633,1259,14723,760,84096,784,1,2025-03-23 16:26:46
puck.news,pucknews,US,73379,632,384,1599,5539,893,1,2025-03-23 16:26:46
nymag.com,intelligencer,US,73315,1428,9913,394,92298,2045,1,2025-03-23 16:26:46
restofworld.org,restofworld,US,73097,2022,2639,8048,21358,1273,1,2025-03-23 16:26:46
19thnews.org,19thnews,US,73067,395,2089,3097,20350,857,1,2025-03-23 16:26:46
canberratimes.com.au,canberratimes,US,72567,373,23436,201,139829,921,1,2025-03-23 16:26:46
gazette.com,csgazette,US,72516,2547,44678,759,227780,1162,1,2025-03-23 16:26:46
ladowntownnews.com,downtownnews,US,72273,25366,173,904,11992,1091,1,2025-03-23 16:26:46
governing.com,governing,US,72248,1866,27822,4619,67325,1132,1,2025-03-23 16:26:46
apnews.com,apfactcheck,US,72000,9,38,0,1878,1509,1,2025-03-23 16:26:46
wnd.com,worldnetdaily,US,71830,796,4408,1722,111755,1319,1,2025-03-23 16:26:46
npr.org,nprweekend,US,71062,1420,2161,10561,24230,1571,1,2025-03-23 16:26:46
sfexaminer.com,sfexaminer,US,70880,565,31652,1714,117390,1617,1,2025-03-23 16:26:46
c-span.org,cspanwj,US,70679,5929,31823,1812,56003,1739,1,2025-03-23 16:26:46
cnn.com,morningexp,US,70506,1,17392,59283,51562,449,1,2025-03-23 16:26:46
wvgazettemail.com,wvgazettemail,US,70146,74,7466,1132,107209,695,1,2025-03-23 16:26:46
wsav.com,wsav,US,70058,949,6042,1708,199214,671,1,2025-03-23 16:26:46
pewresearch.org,pewglobal,US,69991,96,13929,23,18657,1751,1,2025-03-23 16:26:46
indyweek.com,indyweek,US,69928,4371,10267,5588,49383,1164,1,2025-03-23 16:26:46
politicususa.com,politicususa,US,69860,3062,10053,1398,75855,1344,1,2025-03-23 16:26:46
wjbf.com,wjbf,US,69739,499,18457,1055,93780,469,1,2025-03-23 16:26:46
modbee.com,modbee,US,69575,1727,6369,1977,231893,601,1,2025-03-23 16:26:46
politico.com,politico_45,US,69568,133,2695,1,11858,1958,1,2025-03-23 16:26:46
themonitor.com,monitornews,US,69537,518,9341,300,61766,432,1,2025-03-23 16:26:46
city-journal.org,cityjournal,US,69479,1554,26201,5412,110929,1440,1,2025-03-23 16:26:46
berkeleyside.org,berkeleyside,US,69231,2617,5766,13690,85488,932,1,2025-03-23 16:26:46
pjmedia.com,pjmedia_com,US,69224,29085,9638,1119,139909,1711,1,2025-03-23 16:26:46
newsone.com,newsone,US,68638,1019,25596,2560,97038,800,1,2025-03-23 16:26:46
topix.com,pchdotcom,US,68574,38,10410,9988,37991,354,1,2025-03-23 16:26:46
komu.com,komunews,US,68431,571,9661,1478,176617,841,1,2025-03-23 16:26:46
delcotimes.com,delcotimes,US,68354,1684,2575,251,145657,0,1,2025-03-23 16:26:46
thecrimson.com,thecrimson,US,68341,413,1324,597,34916,1017,1,2025-03-23 16:26:46
news-leader.com,springfieldnl,US,68265,2221,8954,879,101423,595,1,2025-03-23 16:26:46
12newsnow.com,12newsnow,US,67854,2375,58179,4334,198628,432,1,2025-03-23 16:26:46
argusleader.com,argusleader,US,67762,950,5617,199,151134,604,1,2025-03-23 16:26:46
newsletter.co.uk,news_letter,GB,67695,1843,27637,356,153051,429,1,2025-03-23 16:26:46
cityweekly.net,cityweekly,US,67487,905,6701,1842,47575,725,1,2025-03-23 16:26:46
heraldtribune.com,heraldtribune,US,67449,793,8179,1866,134770,910,1,2025-03-23 16:26:46
counterpunch.org,natcounterpunch,US,66688,6292,4993,41940,33422,1688,1,2025-03-23 16:26:46
lbpost.com,longbeachpost,US,66092,745,1807,8087,43897,551,1,2025-03-23 16:26:46
thecity.nyc,thecityny,US,66082,105,3482,5811,37790,875,1,2025-03-23 16:26:46
kitv.com,kitv4,US,65980,13635,19349,7993,214626,1210,1,2025-03-23 16:26:46
theconversation.com,conversationus,US,65827,5618,17580,7968,79740,1767,1,2025-03-23 16:26:46
levernews.com,levernews,US,65773,689,1588,2938,10088,694,1,2025-03-23 16:26:46
semafor.com,semafor,US,65725,86,1277,66,18836,888,1,2025-03-24 16:31:47
dailynews.com,ladailynews,US,65646,1097,123308,3983,301050,1524,1,2025-03-24 16:31:47
lataco.com,lataco,US,65477,1239,5624,40304,42858,644,1,2025-03-24 16:31:47
dailypress.com,daily_press,US,65436,1315,24660,971,158850,762,1,2025-03-24 16:31:47
pulitzercenter.org,pulitzercenter,US,65372,5028,18556,34293,63927,1945,1,2025-03-24 16:31:47
dailytexanonline.com,thedailytexan,US,65305,1306,15131,4116,65073,1282,1,2025-03-24 16:31:47
pghcitypaper.com,pghcitypaper,US,65220,1298,14303,5480,45776,845,1,2025-03-24 16:31:47
sbtnews.com.br,sbtnews,BR,65176,319,17395,335,69866,213,1,2025-03-24 16:31:47
telegram.com,telegramdotcom,US,65113,2421,39230,5621,136438,597,1,2025-03-24 16:31:47
bt.no,btno,NO,65059,3555,6269,163,120666,399,1,2025-03-24 16:31:47
sdcitybeat.com,sdcitybeat,US,64990,2493,365,5673,11787,997,1,2025-03-24 16:31:47
desertsun.com,mydesert,US,64789,5643,13552,5666,115131,664,1,2025-03-24 16:31:47
maariv.co.il,maarivonline,IL,64763,1373,22139,483,246652,598,1,2025-03-24 16:31:47
pressdemocrat.com,northbaynews,US,64416,419,45809,832,143939,852,1,2025-03-24 16:31:47
tribunedelyon.fr,tribunedelyon,FR,64068,1339,5421,2244,33632,723,1,2025-03-24 16:31:47
styleweekly.com,styleweekly,US,64042,2578,1993,6537,25536,660,1,2025-03-24 16:31:47
karobardaily.com,karobar_daily,NP,64036,396,27455,15660,108062,220,1,2025-03-24 16:31:47
kansas.com,kansasdotcom,US,64035,2963,6406,2642,172867,823,1,2025-03-24 16:31:47
thescottishsun.co.uk,scottishsun,US,64022,892,215198,692,355164,541,1,2025-03-24 16:31:47
spokesman.com,spokesmanreview,US,63936,1345,14440,1426,74892,0,1,2025-03-24 16:31:47
unionleader.com,unionleader,US,63880,166,21119,270,89626,929,1,2025-03-24 16:31:47
nbcnews.com,nbcblk,US,63667,1625,10352,2328,37764,906,1,2025-03-24 16:31:47
beforeitsnews.com,beforeitsnews,US,63372,7706,35090,21,341497,1335,1,2025-03-24 16:31:47
stlpublicradio.org,stlpublicradio,US,63338,2009,19355,10884,84781,1289,1,2025-03-24 16:31:47
journalnow.com,journalnow,US,63209,886,5723,696,115103,604,1,2025-03-24 16:31:47
mlive.com,annarbornews,US,63143,988,720,160,163883,878,1,2025-03-24 16:31:47
augusta.com,aug_chronicle,US,62878,8135,12164,281,100019,491,1,2025-03-24 16:31:47
elpais.com,elpaisinenglish,US,62571,575,6307,1818,58586,1879,1,2025-03-24 16:31:47
morningconsult.com,morningconsult,US,62430,685,22483,5309,56437,1323,1,2025-03-24 16:31:47
realclearpolitics.com,rcdefense,US,62392,4535,28989,1404,52242,1617,1,2025-03-24 16:31:47
lansingstatejournal.com,lsjnews,US,62385,499,24920,980,202154,835,1,2025-03-24 16:31:47
thebaffler.com,thebafflermag,US,62156,1118,2685,11218,43926,1361,1,2025-03-24 16:31:47
dailytarheel.com,dailytarheel,US,62041,885,5429,1374,43526,951,1,2025-03-24 16:31:47
prospect.org,theprospect,US,61899,2673,11786,2579,112384,1939,1,2025-03-24 16:31:47
arktimes.com,arktimes,US,61822,3367,2166,1740,15249,412,1,2025-03-24 16:31:47
tcpalm.com,tcpalm,US,61582,634,33018,5991,166711,445,1,2025-03-24 16:31:47
prweb.com,prweb,US,61289,6137,2611,704,24003,0,1,2025-03-24 16:31:47
burlingtonfreepress.com,bfp_news,US,61256,5547,2691,845,132706,847,1,2025-03-24 16:31:47
blackamericaweb.com,blackamericaweb,US,61098,67,40614,141,88399,418,1,2025-03-24 16:31:47
